dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.500000,18.300000,0.000266,0.026631,1.331537,66.576868,0.000000
0.020000,1.500000,18.300000,0.000266,0.000000,-1.331537,-133.153737,0.000000
0.020000,1.500137,18.300000,0.000403,0.006831,0.341553,83.654511,0.000000
0.020000,1.504398,18.300000,0.004664,0.213046,10.310746,498.459661,0.000000
0.020000,1.511055,18.300000,0.011322,0.332884,5.991918,-215.941396,0.000000
0.020000,1.520642,18.300000,0.020909,0.479353,7.323456,66.576868,0.000000
0.020000,1.533425,18.300000,0.033691,0.639138,7.989224,33.288434,0.000000
0.020000,1.549404,18.300000,0.049670,0.798922,7.989224,-0.000000,0.000000
0.020000,1.568578,18.300000,0.068844,0.958707,7.989224,0.000000,0.000000
0.020000,1.590947,18.300000,0.091214,1.118491,7.989224,0.000000,0.000000
0.020000,1.616513,18.300000,0.116779,1.278276,7.989224,0.000000,0.000000
0.020000,1.645274,18.300000,0.145541,1.438060,7.989224,0.000000,0.000000
0.020000,1.677231,18.300000,0.177497,1.597845,7.989224,-0.000000,0.000000
0.020000,1.712384,18.300000,0.212650,1.757629,7.989224,0.000000,0.000000
0.020000,1.750732,18.300000,0.250998,1.917414,7.989224,0.000000,0.000000
0.020000,1.792276,18.300000,0.292542,2.077198,7.989224,-0.000000,0.000000
0.020000,1.837016,18.300000,0.337282,2.236983,7.989224,0.000000,0.000000
0.020000,1.884951,18.300000,0.385217,2.396767,7.989224,-0.000000,0.000000
0.020000,1.936082,18.300000,0.436348,2.556552,7.989224,0.000000,0.000000
0.020000,1.990409,18.300000,0.490675,2.716336,7.989224,-0.000000,0.000000
0.020000,2.047931,18.300000,0.548197,2.876121,7.989224,0.000000,0.000000
0.020000,2.108649,18.300000,0.608916,3.035905,7.989224,0.000000,0.000000
0.020000,2.172563,18.300000,0.672829,3.195690,7.989224,-0.000000,0.000000
0.020000,2.239672,18.300000,0.739939,3.355474,7.989224,0.000000,0.000000
0.020000,2.309978,18.300000,0.810244,3.515259,7.989224,-0.000000,0.000000
0.020000,2.383479,18.300000,0.883745,3.675043,7.989224,-0.000000,0.000000
0.020000,2.460175,18.300000,0.960441,3.834828,7.989224,0.000000,0.000000
0.020000,2.540067,18.300000,1.040334,3.994612,7.989224,-0.000000,0.000000
0.020000,2.623155,18.300000,1.123422,4.154397,7.989224,0.000000,0.000000
0.020000,2.709439,18.300000,1.209705,4.314181,7.989224,0.000000,0.000000
0.020000,2.798918,18.300000,1.299184,4.473966,7.989224,0.000000,0.000000
0.020000,2.891327,18.300000,1.391593,4.620435,7.323456,-33.288434,0.000000
0.020000,2.986132,18.300000,1.486399,4.740273,5.991918,-66.576868,0.000000
0.020000,3.082802,18.300000,1.583068,4.833481,4.660381,-66.576868,0.000000
0.020000,3.180803,18.300000,1.681069,4.900058,3.328843,-66.576868,0.000000
0.020000,3.279603,18.300000,1.779869,4.940004,1.997306,-66.576868,0.000000
0.020000,3.378481,18.300000,1.878747,4.943886,0.194123,-90.159158,0.000000
0.020000,3.476715,18.300000,1.976981,4.911705,-1.609060,-90.159158,0.000000
0.020000,3.573773,18.300000,2.074039,4.852893,-2.940598,-66.576868,0.000000
0.020000,3.669122,18.300000,2.169388,4.767450,-4.272135,-66.576868,0.000000
0.020000,3.762229,18.300000,2.262496,4.655377,-5.603672,-66.576868,0.000000
0.020000,3.852563,18.300000,2.352829,4.516673,-6.935210,-66.576868,0.000000
0.020000,3.939778,18.300000,2.440045,4.360771,-7.795101,-42.994579,0.000000
0.020000,4.023798,18.300000,2.524064,4.200986,-7.989224,-9.706145,0.000000
0.020000,4.104622,18.300000,2.604888,4.041202,-7.989224,0.000000,0.000000
0.020000,4.182250,18.300000,2.682517,3.881417,-7.989224,-0.000000,0.000000
0.020000,4.256683,18.300000,2.756949,3.721633,-7.989224,0.000000,0.000000
0.020000,4.327920,18.300000,2.828186,3.561848,-7.989224,-0.000000,0.000000
0.020000,4.395961,18.300000,2.896228,3.402064,-7.989224,0.000000,0.000000
0.020000,4.460807,18.300000,2.961073,3.242279,-7.989224,-0.000000,0.000000
0.020000,4.522457,18.300000,3.022723,3.082495,-7.989224,0.000000,0.000000
0.020000,4.580911,18.300000,3.081177,2.922710,-7.989224,-0.000000,0.000000
0.020000,4.636169,18.300000,3.136436,2.762926,-7.989224,-0.000000,0.000000
0.020000,4.688232,18.300000,3.188499,2.603141,-7.989224,0.000000,0.000000
0.020000,4.737099,18.300000,3.237366,2.443357,-7.989224,0.000000,0.000000
0.020000,4.782771,18.300000,3.283037,2.283572,-7.989224,-0.000000,0.000000
0.020000,4.825247,18.300000,3.325513,2.123788,-7.989224,-0.000000,0.000000
0.020000,4.864527,18.300000,3.364793,1.964003,-7.989224,0.000000,0.000000
